TreeID,X,Y,Elevation,Height_m,CBH_m,MinCrownDia_m,MaxCrownDia_m,rotation,R,G,B,DBH_m,LeanFromVertical,LeanAzimuth,StatusCode
46_26_PSME,412808.936195886,5281440.3433062,0,32.3625867937304,19.4175520762382,5.17801388699686,5.17801388699686,0,71,183,73,0.525,0,0,0
46_28_PSME,412807.168026649,5281443.89810796,0,29.4441798488164,17.6665079092898,4.71106877581062,4.71106877581062,0,71,183,73,0.45,0,0,0
46_41_PSME,412823.875602559,5281458.39197582,0,23.1441798846024,13.8865079307614,3.70306878153638,3.70306878153638,0,71,183,73,0.311,0,0,0
46_2_TSHE,412806.462138875,5281461.4927473,0,24.2738633572328,14.5643180143397,3.88381813715725,3.88381813715725,0,32,144,158,0.328,0,0,0
46_3_TSHE,412803.706690954,5281464.66252754,0,33.9064595098993,20.3438757059396,5.42503352158389,5.42503352158389,0,32,144,158,0.529,0,0,0
46_4_TSHE,412810.447224259,5281464.76739269,0,30.0051943070296,18.0031165842178,4.80083108912474,4.80083108912474,0,32,144,158,0.44,0,0,0
46_6_TSHE,412814.256713558,5281465.83220259,0,30.2380059115244,18.1428035469146,4.8380809458439,4.8380809458439,0,32,144,158,0.445,0,0,0
46_7_TSHE,412818.928577783,5281465.09861358,0,33.5754338803326,20.1452603281996,5.37206942085322,5.37206942085322,0,32,144,158,0.521,0,0,0
46_8_TSHE,412821.870657718,5281465.45232441,0,27.5248638805489,16.5149183283293,4.40397822088782,4.40397822088782,0,32,144,158,0.389,0,0,0
46_9_TSHE,412820.951673114,5281462.18092474,0,30.1450918700066,18.087055122004,4.82321469920106,4.82321469920106,0,32,144,158,0.443,0,0,0
46_10_TSHE,412825.804200707,5281464.22477311,0,26.7560870315803,16.0536522189482,4.28097392505285,4.28097392505285,0,32,144,158,0.374,0,0,0
46_12_TSHE,412829.600160212,5281458.47698818,0,35.5095961971566,21.305757718294,5.68153539154506,5.68153539154506,0,32,144,158,0.569,0,0,0
46_13_TSHE,412831.507304204,5281453.34890759,0,28.2256955202,16.93541731212,4.516111283232,4.516111283232,0,32,144,158,0.403,0,0,0
46_14_TSHE,412827.756725773,5281454.2601804,0,23.9352363272617,14.361141796357,3.82963781236187,3.82963781236187,0,32,144,158,0.322,0,0,0
46_15_TSHE,412825.852282965,5281445.51514645,0,31.2868557805077,18.7721134683046,5.00589692488123,5.00589692488123,0,32,144,158,0.468,0,0,0
46_17_TSHE,412821.138500009,5281447.31434828,0,29.6762815150405,17.8057689090243,4.74820504240648,4.74820504240648,0,32,144,158,0.433,0,0,0
