TreeID,X,Y,Elevation,Height_m,CBH_m,MinCrownDia_m,MaxCrownDia_m,rotation,R,G,B,DBH_m,LeanFromVertical,LeanAzimuth,StatusCode
36_3_PSME,412780.306367626,5281241.51449,0,25.8458764581511,15.5075258748907,4.13534023330418,4.13534023330418,0,71,183,73,0.367,0,0,0
36_5_PSME,412785.337549263,5281242.85473657,0,35.6334291623437,21.3800574974062,5.70134866597499,5.70134866597499,0,71,183,73,0.618,0,0,0
36_7_PSME,412794.839358259,5281248.85880252,0,37.2591399357693,22.3554839614616,5.96146238972309,5.96146238972309,0,71,183,73,0.668,0,0,0
36_9_PSME,412797.968749297,5281242.29166916,0,28.1930695961041,16.9158417576625,4.51089113537666,4.51089113537666,0,71,183,73,0.42,0,0,0
36_10_PSME,412802.699202868,5281245.06116668,0,32.6212353720845,19.5727412232507,5.21939765953352,5.21939765953352,0,71,183,73,0.532,0,0,0
36_11_PSME,412801.429729986,5281239.78910618,0,25.6609449767831,15.3965669860699,4.1057511962853,4.1057511962853,0,71,183,73,0.363,0,0,0
36_13_PSME,412807.339228634,5281237.73052232,0,29.0742876314464,17.4445725788678,4.65188602103142,4.65188602103142,0,71,183,73,0.441,0,0,0
36_17_PSME,412802.855934523,5281227.247,0,35.6334291623437,21.3800574974062,5.70134866597499,5.70134866597499,0,71,183,73,0.618,0,0,0
36_19_PSME,412802.341276406,5281222.28106588,0,33.6701558405594,20.2020935043356,5.3872249344895,5.3872249344895,0,71,183,73,0.561,0,0,0
36_22_PSME,412798.224328708,5281217.24967313,0,30.2900183872125,18.1740110323275,4.846402941954,4.846402941954,0,71,183,73,0.471,0,0,0
36_23_PSME,412796.08110521,5281221.93203816,0,27.5473529005117,16.528411740307,4.40757646408187,4.40757646408187,0,71,183,73,0.405,0,0,0
36_24_PSME,412793.68692235,5281217.65625943,0,32.7314201490148,19.6388520894089,5.23702722384237,5.23702722384237,0,71,183,73,0.535,0,0,0
36_25_PSME,412789.914696599,5281219.84503727,0,27.9364561608335,16.7618736965001,4.46983298573336,4.46983298573336,0,71,183,73,0.414,0,0,0
36_26_PSME,412786.142511652,5281218.46629526,0,32.6212353720845,19.5727412232507,5.21939765953352,5.21939765953352,0,71,183,73,0.532,0,0,0
36_28_PSME,412784.154071647,5281223.19313114,0,32.2510652449826,19.3506391469896,5.16017043919722,5.16017043919722,0,71,183,73,0.522,0,0,0
36_34_PSME,412796.642139824,5281238.21449163,0,33.2043696670837,19.9226218002502,5.31269914673339,5.31269914673339,0,71,183,73,0.548,0,0,0
36_41_PSME,412788.133502658,5281229.947,0,32.7314201490148,19.6388520894089,5.23702722384237,5.23702722384237,0,71,183,73,0.535,0,0,0
36_1_TSHE,412777.990410604,5281230.17281806,0,32.3444360854414,19.4066616512648,5.17510977367062,5.17510977367062,0,32,144,158,0.492,0,0,0
36_2_TSHE,412780.305538395,5281233.97130908,0,32.2576845340036,19.3546107204022,5.16122952544058,5.16122952544058,0,32,144,158,0.49,0,0,0
36_31_TSHE,412783.847930154,5281231.53877285,0,29.3915445276208,17.6349267165725,4.70264712441933,4.70264712441933,0,32,144,158,0.427,0,0,0
36_33_TSHE,412793.15645,5281240.847,0,29.8646601383372,17.9187960830023,4.77834562213395,4.77834562213395,0,32,144,158,0.437,0,0,0
36_35_TSHE,412798.145002764,5281231.78665038,0,33.2828080412845,19.9696848247707,5.32524928660552,5.32524928660552,0,32,144,158,0.514,0,0,0
36_37_TSHE,412793.041264118,5281226.24800521,0,29.2481877175923,17.5489126305554,4.67971003481477,4.67971003481477,0,32,144,158,0.424,0,0,0
36_38_TSHE,412789.859911978,5281224.68778208,0,30.6984231038682,18.4190538623209,4.91174769661891,4.91174769661891,0,32,144,158,0.455,0,0,0
36_4_PSME,412785.118740313,5281239.12674705,0,36.6512908237437,21.9907744942462,5.86420653179899,5.86420653179899,0,233,37,127,0.649,0,0,1
36_6_PSME,412791.693051514,5281246.77030654,0,20.3319452030936,12.1991671218562,3.25311123249498,3.25311123249498,0,233,37,127,0.258,0,0,1
36_8_ACCI,412789.817958635,5281238.18970301,0,5.52827202333184,3.3169632139991,0.884523523733094,0.884523523733094,0,233,37,127,0.061,0,0,1
36_12_PSME,412803.873326039,5281242.16303821,0,25.8458764581511,15.5075258748907,4.13534023330418,4.13534023330418,0,233,37,127,0.367,0,0,1
36_14_PSME,412804.654698494,5281233.04770267,0,38.5928214178444,23.1556928507066,6.1748514268551,6.1748514268551,0,233,37,127,0.711,0,0,1
36_15_ACCI,412803.852099151,5281227.63038335,0,6.61764074389618,3.97058444633771,1.05882251902339,1.05882251902339,0,233,37,127,0.075,0,0,1
36_16_ACCI,412803.852099151,5281227.63038335,0,6.15076843508289,3.69046106104973,0.984122949613262,0.984122949613262,0,233,37,127,0.069,0,0,1
36_18_ACCI,412804.750893197,5281227.19201221,0,5.37264792039408,3.22358875223645,0.859623667263053,0.859623667263053,0,233,37,127,0.059,0,0,1
36_20_ACCI,412799.863528546,5281219.09545109,0,4.36109125129862,2.61665475077917,0.697774600207779,0.697774600207779,0,233,37,127,0.046,0,0,1
36_21_ACCI,412798.457762222,5281218.28176438,0,4.4389033027675,2.6633419816605,0.7102245284428,0.7102245284428,0,233,37,127,0.047,0,0,1
36_27_TSHE,412785.472620669,5281220.55030261,0,5.27480998881422,3.16488599328853,0.843969598210275,0.843969598210275,0,233,37,127,0.064,0,0,1
36_29_TSHE,412781.810227093,5281228.94018215,0,14.0796719123806,8.44780314742836,2.2527475059809,2.2527475059809,0,233,37,127,0.172,0,0,1
